date,Holiday,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,shortwave_radiation_sum,et0_fao_evapotranspiration
2017-12-10,0,20.7,9.8,15.0,0.0,8.9,13.44,2.36
2017-12-11,0,20.0,10.1,14.6,0.0,8.2,13.33,2.33
2017-12-12,0,19.8,8.7,13.9,0.0,10.2,12.51,2.16
2017-12-13,0,19.5,10.9,14.7,0.0,8.2,13.32,2.42
2017-12-14,0,19.6,8.4,13.3,0.0,8.7,13.62,2.38
2017-12-15,1,19.9,9.8,13.8,0.0,9.1,13.86,2.5
2017-12-16,0,19.2,7.4,12.7,0.0,7.1,13.65,2.4
2017-12-17,0,19.1,6.5,12.0,0.0,8.2,13.62,2.3
2017-12-18,0,19.2,5.5,12.1,0.0,7.0,13.51,2.27
2017-12-19,0,18.4,6.5,12.4,0.0,8.9,11.86,2.0
2017-12-20,0,18.4,8.7,13.1,0.0,8.2,11.78,2.01
2017-12-21,0,18.5,9.0,13.1,0.0,9.0,12.87,2.15
2017-12-22,0,18.9,8.4,13.1,0.0,9.5,13.14,2.2
2017-12-23,0,19.1,5.3,12.1,0.0,7.8,13.36,2.23
2017-12-24,0,17.7,7.3,11.9,0.0,7.8,11.94,1.95
2017-12-25,1,18.4,5.4,11.4,0.1,5.4,12.44,2.04
2017-12-26,0,19.0,6.2,11.9,0.0,10.9,13.57,2.32
2017-12-27,0,19.6,6.7,12.9,0.0,7.2,13.62,2.4
2017-12-28,0,20.5,6.8,13.0,0.0,7.3,13.64,2.42
2017-12-29,0,20.0,7.0,12.7,0.0,7.7,13.61,2.35
2017-12-30,1,19.5,6.3,12.1,0.0,7.9,13.49,2.32
2017-12-31,0,18.8,6.4,11.8,0.0,7.9,13.6,2.3
2018-01-01,0,17.9,5.4,11.1,0.3,7.7,12.83,2.16
2018-01-02,0,15.7,4.7,9.1,1.7,9.2,12.43,2.02
2018-01-03,0,14.9,4.1,9.2,0.0,8.5,13.9,2.23
2018-01-04,0,17.1,4.0,9.9,0.0,7.5,14.04,2.28
2018-01-05,0,15.7,3.2,8.9,0.0,6.9,14.02,2.19
2018-01-06,0,15.3,3.9,8.7,0.0,7.1,14.24,2.27
2018-01-07,0,14.4,3.4,8.0,0.0,8.9,14.44,2.27
2018-01-08,0,13.8,1.7,7.4,0.0,9.2,13.99,2.03
2018-01-09,0,15.9,2.9,8.8,0.0,8.4,14.22,2.18
2018-01-10,0,16.7,3.8,9.6,0.0,7.6,14.34,2.26
2018-01-11,1,17.1,3.9,10.2,0.0,7.2,14.07,2.25
2018-01-12,0,16.8,5.4,10.4,0.0,9.1,13.71,2.17
2018-01-13,0,16.6,5.6,10.8,0.0,8.9,13.91,2.23
2018-01-14,0,15.3,6.9,10.7,0.1,8.7,9.12,1.52
2018-01-15,1,15.8,6.7,11.2,0.0,10.3,12.12,1.97
2018-01-16,0,16.3,6.0,11.1,0.0,9.5,12.26,2.0
2018-01-17,0,18.4,4.8,11.5,0.0,8.5,14.52,2.41
2018-01-18,0,18.4,5.8,11.6,0.0,9.2,14.81,2.46
2018-01-19,0,18.3,5.2,11.2,0.0,8.1,14.79,2.43
2018-01-20,0,18.8,4.8,11.7,0.0,7.8,15.04,2.5
2018-01-21,0,18.5,7.4,12.0,0.0,9.1,13.16,2.22
2018-01-22,0,19.5,7.3,12.8,0.0,7.1,14.96,2.56
2018-01-23,0,19.6,6.1,12.7,0.0,5.9,15.12,2.53
2018-01-24,0,13.7,6.4,9.3,8.0,11.1,8.73,1.42
2018-01-25,0,15.9,4.1,10.1,0.0,8.4,15.39,2.42
2018-01-26,0,15.5,3.3,9.3,0.8,8.7,14.46,2.27
2018-01-27,0,14.3,5.8,9.4,0.0,10.0,12.45,2.02
2018-01-28,0,15.6,4.0,9.2,0.0,9.0,15.67,2.41
2018-01-29,0,15.6,4.1,9.8,0.0,9.3,15.93,2.43
2018-01-30,1,16.5,5.5,10.8,0.0,9.5,15.63,2.45
2018-01-31,0,15.7,7.0,10.8,0.0,8.9,12.59,1.99
2018-02-01,0,15.7,9.4,11.8,0.0,9.6,12.81,2.0
2018-02-02,0,18.1,6.9,12.1,0.0,9.8,15.55,2.56
2018-02-03,0,17.6,8.9,12.6,0.0,10.8,15.75,2.59
2018-02-04,0,19.3,7.1,13.4,0.0,10.6,17.46,3.19
2018-02-05,0,20.2,6.8,13.8,0.0,9.4,16.95,3.07
2018-02-06,0,21.8,10.1,15.1,0.0,8.4,12.64,2.49
2018-02-07,0,21.7,11.2,15.1,0.0,8.2,13.59,2.67
2018-02-08,0,19.9,8.1,13.9,0.0,12.0,17.84,3.28
2018-02-09,0,20.1,7.8,13.2,0.6,9.1,17.24,3.1
2018-02-10,1,20.4,7.0,13.4,0.0,8.7,18.32,3.33
2018-02-11,0,19.6,6.4,13.8,0.0,9.0,17.69,3.17
2018-02-12,0,17.6,10.5,14.2,0.0,6.1,9.1,1.83
2018-02-13,0,18.1,8.4,12.7,2.3,7.7,12.57,2.21
2018-02-14,0,18.3,7.8,12.6,0.0,12.4,17.42,3.08
2018-02-15,0,21.7,7.9,14.3,0.0,8.9,18.67,3.36
2018-02-16,0,19.7,8.4,14.0,0.0,11.4,17.82,3.07
2018-02-17,0,18.1,9.1,13.3,9.6,6.8,14.48,2.51
2018-02-18,0,18.3,8.7,13.3,1.2,8.7,16.07,2.77
2018-02-19,1,18.9,8.9,13.8,0.3,11.3,16.99,2.99
2018-02-20,0,20.0,8.9,14.3,0.0,11.3,17.11,3.05
2018-02-21,0,18.2,8.3,13.7,0.5,10.8,15.13,2.65
2018-02-22,0,16.1,9.8,12.3,4.5,7.4,12.51,2.06
2018-02-23,0,17.9,8.1,13.0,1.2,8.3,14.3,2.42
2018-02-24,0,20.4,7.4,14.4,1.5,10.0,17.72,3.12
2018-02-25,0,20.2,9.2,14.2,0.8,10.0,14.72,2.62
2018-02-26,0,21.1,9.1,15.3,0.1,12.3,19.27,3.5
2018-02-27,0,19.6,12.1,15.5,0.8,9.7,13.0,2.38
2018-02-28,0,19.1,12.6,15.3,1.6,8.7,11.89,2.18
2018-03-01,0,20.8,10.2,14.9,2.8,5.8,14.82,2.7
2018-03-02,0,20.6,10.0,14.4,2.4,8.9,16.14,2.85
2018-03-03,0,22.3,9.2,15.6,0.0,11.8,20.05,3.69
2018-03-04,0,22.7,11.1,16.6,0.1,12.3,17.93,3.41
2018-03-05,0,19.9,12.2,15.7,1.6,11.5,17.03,3.1
2018-03-06,0,20.6,9.0,14.9,0.5,9.0,20.14,3.71
2018-03-07,0,22.9,10.4,16.0,0.0,6.5,21.41,3.95
2018-03-08,1,21.6,9.5,15.6,0.1,9.2,19.42,3.53
2018-03-09,0,20.7,10.0,15.9,0.6,8.2,19.49,3.59
2018-03-10,0,21.8,10.4,16.2,0.0,8.4,19.98,3.79
2018-03-11,0,20.4,10.3,15.7,0.5,8.6,17.6,3.29
2018-03-12,0,19.3,9.3,14.4,1.6,8.7,16.64,2.93
2018-03-13,0,21.3,10.4,15.8,0.0,11.2,17.93,3.34
2018-03-14,0,22.1,12.8,16.9,0.0,12.0,19.04,3.53
2018-03-15,0,21.8,12.2,16.2,2.7,8.4,15.79,2.99
2018-03-16,0,22.0,10.1,16.0,0.0,12.0,21.33,4.03
2018-03-17,0,22.3,11.3,16.7,0.5,10.1,21.03,3.99
2018-03-18,0,23.0,11.1,16.9,0.0,10.8,22.99,4.4
2018-03-19,0,23.8,11.1,17.7,0.0,11.2,22.67,4.37
2018-03-20,0,24.5,13.1,18.4,0.1,9.4,22.22,4.41
2018-03-21,0,24.6,13.0,18.7,0.1,8.0,20.21,4.15
2018-03-22,0,23.5,14.7,18.7,0.0,12.7,19.93,3.98
2018-03-23,0,24.5,13.0,18.9,0.0,10.3,22.03,4.45
2018-03-24,0,25.7,12.8,19.1,0.0,10.9,22.9,4.68
2018-03-25,0,25.3,13.3,19.2,0.7,6.5,22.64,4.41
2018-03-26,0,23.6,13.0,18.4,0.2,11.3,20.56,4.15
2018-03-27,0,27.7,12.7,19.5,0.0,10.7,24.38,5.05
2018-03-28,0,24.1,13.5,18.3,3.8,8.4,18.78,3.69
2018-03-29,0,22.4,12.5,17.3,1.0,9.7,17.13,3.27
2018-03-30,0,21.2,13.0,16.6,2.6,8.6,17.31,3.24
2018-03-31,0,22.6,11.7,16.5,0.9,9.5,18.77,3.56
2018-04-01,0,23.2,11.4,17.0,0.3,8.0,19.36,3.75
2018-04-02,0,26.0,12.8,19.0,0.6,11.1,22.33,4.49
2018-04-03,0,25.1,14.8,19.5,0.2,6.6,19.59,3.92
2018-04-04,0,22.0,14.0,17.0,24.2,8.2,15.67,2.88
2018-04-05,0,21.1,13.0,16.8,13.4,7.6,15.34,2.85
2018-04-06,0,23.0,13.8,17.7,2.0,5.5,17.97,3.39
2018-04-07,0,23.9,14.0,17.2,15.9,9.4,16.08,2.98
2018-04-08,1,23.2,12.6,17.4,1.9,6.9,20.52,3.81
2018-04-09,0,22.0,13.1,17.1,4.4,8.2,19.16,3.49
2018-04-10,1,22.3,13.6,17.3,2.7,5.6,17.96,3.31
2018-04-11,0,21.3,13.7,16.9,1.9,8.4,18.49,3.31
2018-04-12,0,22.8,13.0,16.6,8.6,7.2,18.33,3.29
2018-04-13,1,22.5,12.0,17.6,4.8,9.7,23.0,4.33
2018-04-14,0,24.5,12.4,18.7,0.0,11.3,23.46,4.59
2018-04-15,0,24.1,13.6,18.9,0.1,9.6,21.6,4.29
2018-04-16,1,23.8,15.1,19.6,0.3,9.7,21.76,4.24
2018-04-17,0,22.5,14.8,18.6,2.9,7.1,19.82,3.68
2018-04-18,0,22.1,14.3,18.0,2.9,7.6,19.51,3.61
2018-04-19,0,23.6,14.9,18.5,2.3,7.0,19.49,3.7
2018-04-20,0,25.3,14.8,19.5,0.9,12.9,22.84,4.45
2018-04-21,0,26.1,14.9,20.3,0.9,12.6,24.58,4.95
2018-04-22,0,26.5,14.1,20.5,0.5,8.0,24.84,5.1
2018-04-23,0,26.3,14.1,20.6,0.0,7.5,25.43,5.11
2018-04-24,1,25.7,13.7,19.8,0.0,8.9,24.38,5.02
2018-04-25,0,24.9,13.6,19.8,0.0,9.3,21.87,4.48
2018-04-26,0,22.7,14.4,18.4,5.2,8.6,16.96,3.3
2018-04-27,0,22.8,14.8,18.5,0.7,7.4,16.74,3.2
2018-04-28,0,22.2,14.9,18.4,12.0,6.5,18.22,3.46
2018-04-29,0,21.5,15.1,17.7,19.2,5.4,16.07,3.0
2018-04-30,0,22.3,14.9,17.1,20.2,6.5,13.94,2.62
2018-05-01,1,24.3,14.3,18.1,0.8,8.8,21.3,4.03
2018-05-02,0,22.5,14.4,18.9,1.5,7.2,19.09,3.64
2018-05-03,0,22.6,14.8,17.4,15.6,6.2,12.25,2.37
2018-05-04,0,21.7,14.3,17.8,3.7,5.4,17.63,3.26
2018-05-05,0,22.3,15.9,18.9,4.1,7.4,18.14,3.41
2018-05-06,0,22.5,15.5,19.1,1.9,6.9,18.95,3.51
2018-05-07,0,25.7,16.3,20.4,2.0,10.6,22.73,4.42
2018-05-08,0,27.2,16.1,21.4,0.3,17.3,23.84,4.81
2018-05-09,0,25.5,16.0,20.6,0.7,7.0,23.13,4.64
2018-05-10,0,25.4,14.8,19.3,1.6,7.2,21.07,4.11
2018-05-11,0,25.1,14.4,20.1,0.0,10.9,24.89,4.88
2018-05-12,0,22.5,16.2,19.7,0.4,8.6,14.98,2.93
2018-05-13,0,21.7,17.0,19.0,6.3,5.7,10.21,2.06
2018-05-14,0,22.5,15.1,17.9,49.5,7.1,13.37,2.6
2018-05-15,0,22.6,13.9,18.2,3.7,8.6,18.66,3.48
2018-05-16,0,22.8,15.8,19.1,3.9,4.5,16.74,3.18
2018-05-17,0,22.0,16.5,18.9,36.3,6.0,13.33,2.61
2018-05-18,0,23.2,16.0,19.0,18.1,6.0,13.46,2.61
2018-05-19,0,21.8,16.7,19.3,11.2,4.8,11.89,2.34
2018-05-20,0,23.6,16.7,20.3,6.5,5.8,17.0,3.31
2018-05-21,0,24.8,18.2,21.3,12.1,4.3,13.9,2.82
2018-05-22,0,24.5,19.8,21.5,19.3,5.8,12.08,2.48
2018-05-23,1,24.6,19.7,21.5,9.7,6.8,15.5,3.09
2018-05-24,0,25.2,18.8,21.5,8.7,6.5,17.49,3.42
2018-05-25,0,27.5,19.0,22.4,10.2,9.1,22.17,4.43
2018-05-26,0,27.1,18.3,22.2,1.3,8.5,22.04,4.39
2018-05-27,0,27.4,17.7,22.3,6.5,8.9,24.42,4.86
2018-05-28,0,25.8,17.2,21.2,1.1,5.8,21.84,4.27
2018-05-29,1,25.2,16.8,20.7,3.0,6.4,22.8,4.42
2018-05-30,0,23.6,17.8,20.2,18.5,6.8,17.59,3.39
2018-05-31,0,25.7,17.0,21.2,4.7,6.8,21.8,4.25
2018-06-01,0,25.3,18.2,20.8,6.1,7.3,15.71,3.18
2018-06-02,0,24.9,17.4,20.0,18.3,7.8,14.18,2.84
2018-06-03,0,24.7,16.7,20.8,1.0,5.2,20.87,4.08
2018-06-04,0,26.2,18.0,22.1,3.1,8.4,18.95,3.82
2018-06-05,0,27.8,19.9,22.6,6.9,5.9,17.79,3.64
2018-06-06,0,27.2,19.1,22.7,28.5,5.2,19.83,4.02
2018-06-07,0,25.9,19.5,22.5,6.7,6.2,17.51,3.51
2018-06-08,0,24.1,19.6,21.6,14.0,5.5,9.76,2.03
2018-06-09,0,26.4,18.7,22.3,14.0,5.8,19.34,3.83
2018-06-10,0,27.9,19.4,22.6,35.4,4.7,16.7,3.47
2018-06-11,0,27.1,18.6,22.7,19.2,4.6,18.65,3.76
2018-06-12,0,27.3,19.8,22.7,14.6,4.5,16.19,3.32
2018-06-13,0,24.7,19.3,22.1,14.7,6.0,16.91,3.3
2018-06-14,0,22.8,19.0,20.6,60.8,6.1,6.91,1.49
2018-06-15,0,25.9,19.1,21.6,59.8,7.8,16.29,3.25
2018-06-16,0,24.6,19.5,21.5,86.2,8.7,8.33,1.79
2018-06-17,1,24.6,19.1,21.6,24.1,7.8,12.95,2.6
2018-06-18,0,26.0,18.8,22.6,3.7,8.2,19.97,3.94
2018-06-19,0,27.3,18.9,23.3,0.5,7.7,24.38,4.88
2018-06-20,0,27.4,20.1,23.6,1.1,8.2,22.64,4.55
2018-06-21,0,27.3,20.4,23.3,2.2,8.4,22.33,4.48
2018-06-22,0,26.4,19.3,22.8,4.5,8.7,20.2,4.03
2018-06-23,0,25.4,19.4,22.3,28.3,7.3,12.92,2.68
2018-06-24,0,26.5,19.9,22.6,19.3,5.4,15.86,3.23
2018-06-25,0,24.5,19.8,22.3,45.9,6.1,11.08,2.3
2018-06-26,0,25.9,20.2,22.5,38.4,5.4,12.78,2.71
2018-06-27,0,27.1,19.8,22.8,39.5,5.4,16.34,3.4
2018-06-28,0,26.5,19.9,22.9,9.7,5.9,18.08,3.66
2018-06-29,0,24.6,20.1,22.0,32.3,5.1,11.28,2.31
2018-06-30,0,25.9,20.1,22.5,19.5,7.4,19.39,3.81
2018-07-01,0,24.6,20.7,22.0,40.3,6.9,6.27,1.42
2018-07-02,0,22.6,20.4,21.2,111.6,9.6,2.5,0.72
2018-07-03,0,25.4,19.9,21.7,21.5,10.2,15.45,3.08
2018-07-04,0,26.5,19.4,22.4,48.1,7.3,15.93,3.19
2018-07-05,0,26.6,20.4,22.7,10.0,5.6,17.58,3.55
2018-07-06,0,26.8,19.8,23.0,12.7,5.1,18.52,3.75
2018-07-07,0,27.0,21.2,23.4,10.7,4.2,16.56,3.43
2018-07-08,0,25.4,21.2,22.9,19.4,4.7,10.35,2.22
2018-07-09,0,25.4,21.0,22.8,20.4,4.2,12.27,2.57
2018-07-10,0,23.9,20.8,22.0,80.9,3.8,7.59,1.66
2018-07-11,0,26.3,20.5,22.5,41.5,6.4,13.75,2.85
2018-07-12,0,26.3,20.6,22.5,45.5,5.1,12.75,2.65
2018-07-13,0,26.6,20.2,22.6,41.2,4.3,14.27,2.95
2018-07-14,0,27.5,20.6,23.2,18.4,5.2,18.61,3.83
2018-07-15,0,26.7,20.9,22.9,16.0,5.2,16.61,3.41
2018-07-16,0,26.5,20.7,23.2,31.9,8.0,15.88,3.27
2018-07-17,0,27.7,20.4,23.3,27.0,5.1,17.91,3.64
2018-07-18,0,27.3,21.0,23.2,17.1,5.2,15.62,3.23
2018-07-19,0,27.7,20.4,23.4,25.0,4.9,16.96,3.49
2018-07-20,0,29.3,20.7,24.0,20.8,5.2,18.41,3.87
2018-07-21,0,26.8,21.5,23.2,3.3,6.4,13.93,2.88
2018-07-22,0,27.1,21.0,23.1,26.2,5.5,14.98,3.08
2018-07-23,0,26.3,20.6,23.2,4.0,5.4,14.11,2.95
2018-07-24,0,26.7,20.7,22.9,40.5,4.2,15.09,3.08
2018-07-25,0,25.8,21.0,23.3,5.8,5.9,15.56,3.19
2018-07-26,0,25.5,20.4,22.5,15.9,5.9,13.16,2.66
2018-07-27,0,24.7,19.8,22.2,26.3,7.4,14.06,2.8
2018-07-28,0,25.9,20.1,22.3,16.8,7.1,15.03,3.0
2018-07-29,0,25.1,20.2,22.3,30.9,4.2,11.58,2.4
2018-07-30,0,25.7,20.2,21.9,42.3,6.5,8.12,1.76
2018-07-31,0,25.3,20.2,22.1,29.8,4.7,12.26,2.54
2018-08-01,0,25.0,20.3,22.1,17.7,5.8,11.08,2.3
2018-08-02,0,25.7,20.0,22.0,20.6,4.9,12.07,2.53
2018-08-03,0,25.1,20.1,21.8,25.3,5.0,13.46,2.71
2018-08-04,0,25.3,19.9,22.4,16.2,7.6,15.68,3.13
2018-08-05,0,26.2,20.8,22.4,28.7,5.5,11.67,2.42
2018-08-06,0,25.6,20.0,22.1,20.0,5.8,13.47,2.76
2018-08-07,0,26.6,20.1,22.4,45.7,6.6,17.53,3.49
2018-08-08,0,27.4,18.8,22.6,3.7,5.2,19.96,4.01
2018-08-09,0,26.3,20.3,22.4,13.0,4.2,15.86,3.2
2018-08-10,0,24.2,19.9,21.8,15.6,5.6,11.98,2.41
2018-08-11,0,25.4,19.8,22.4,23.7,6.6,14.35,2.85
2018-08-12,0,23.7,20.8,21.8,39.1,6.3,6.57,1.42
2018-08-13,0,23.2,20.4,21.5,37.4,5.5,6.15,1.33
2018-08-14,0,26.0,20.0,22.6,25.2,6.9,17.33,3.48
2018-08-15,0,27.0,20.1,22.8,23.7,5.8,17.1,3.48
2018-08-16,0,27.9,19.8,22.8,27.2,3.9,17.15,3.49
2018-08-17,0,26.3,20.5,23.1,45.3,7.0,18.73,3.73
2018-08-18,0,28.2,20.5,23.3,13.3,5.4,16.93,3.47
2018-08-19,1,28.6,20.3,23.8,9.3,4.6,17.78,3.68
2018-08-20,1,27.2,20.3,23.0,44.9,7.6,18.19,3.65
2018-08-21,0,27.0,20.6,23.0,83.3,7.2,17.68,3.57
2018-08-22,0,26.0,20.4,22.2,34.3,6.6,11.43,2.35
2018-08-23,0,25.9,20.9,22.6,53.8,8.1,13.82,2.82
2018-08-24,0,24.1,20.9,22.1,56.7,4.2,8.23,1.77
2018-08-25,0,25.7,20.7,22.1,69.4,5.9,8.93,1.9
2018-08-26,1,27.1,19.7,22.5,37.7,6.2,16.23,3.27
2018-08-27,0,25.3,20.3,22.3,47.7,5.2,12.93,2.59
2018-08-28,0,23.1,20.6,21.6,48.7,5.1,6.17,1.36
2018-08-29,0,27.9,20.2,22.5,27.2,5.5,15.25,3.13
2018-08-30,0,23.7,20.2,21.8,36.2,2.9,8.88,1.83
2018-08-31,0,26.1,20.6,22.5,53.8,8.4,14.41,2.92
2018-09-01,0,26.3,19.1,22.4,46.8,6.4,17.04,3.37
2018-09-02,0,25.2,20.4,21.9,36.5,4.9,12.2,2.46
2018-09-03,0,24.5,19.8,21.7,42.1,5.8,15.42,3.02
2018-09-04,0,26.4,19.3,22.4,50.4,6.2,19.53,3.86
2018-09-05,0,27.4,19.2,22.5,26.9,6.5,18.51,3.69
2018-09-06,1,25.7,19.1,22.0,35.1,5.6,16.52,3.27
2018-09-07,1,27.4,19.3,22.4,15.9,6.1,18.93,3.78
2018-09-08,1,25.5,19.6,22.1,28.1,7.9,16.0,3.17
2018-09-09,0,25.8,19.9,22.1,4.7,6.7,16.25,3.2
2018-09-10,0,25.3,19.6,21.7,7.0,7.7,16.91,3.27
2018-09-11,0,24.3,19.4,21.1,17.9,7.2,14.85,2.83
2018-09-12,0,25.1,19.3,21.5,18.9,8.8,18.43,3.52
2018-09-13,0,24.8,18.6,20.7,19.3,4.9,12.25,2.41
2018-09-14,0,24.7,18.1,20.7,7.2,5.5,14.39,2.83
2018-09-15,0,25.7,16.9,20.9,14.1,7.0,19.31,3.72
2018-09-16,0,25.4,17.8,20.7,34.2,5.2,14.1,2.78
2018-09-17,1,27.2,16.4,21.7,1.9,7.4,22.0,4.32
2018-09-18,0,26.6,17.0,22.2,0.1,7.8,22.39,4.37
2018-09-19,1,28.1,18.0,22.1,3.0,5.2,19.82,3.94
2018-09-20,0,26.7,18.0,21.6,11.7,7.0,18.12,3.57
2018-09-21,0,26.6,19.0,21.3,16.4,5.5,13.39,2.74
2018-09-22,0,24.8,18.5,21.1,3.6,6.8,12.79,2.55
2018-09-23,0,25.1,17.6,21.4,0.7,8.7,20.11,3.84
2018-09-24,0,25.4,17.7,21.1,1.0,12.0,19.52,3.67
2018-09-25,0,24.8,17.3,21.0,0.4,9.4,19.11,3.61
2018-09-26,0,25.3,17.0,20.8,3.0,5.9,16.1,3.13
2018-09-27,0,23.9,18.3,20.5,9.3,3.3,10.28,2.08
2018-09-28,0,24.5,17.6,20.7,2.9,6.9,16.49,3.15
2018-09-29,0,24.6,16.9,21.0,1.8,7.9,17.81,3.41
2018-09-30,0,24.9,17.1,20.7,2.3,7.7,16.78,3.21
2018-10-01,0,25.7,17.0,20.7,2.3,6.1,18.96,3.65
2018-10-02,0,23.5,15.5,19.7,2.3,7.9,17.2,3.23
2018-10-03,1,21.6,15.1,18.5,5.5,5.7,14.17,2.61
2018-10-04,0,22.3,15.2,18.5,0.9,7.4,16.32,2.98
2018-10-05,0,22.9,13.6,18.0,1.0,6.5,18.04,3.3
2018-10-06,0,22.2,13.5,17.7,0.8,7.2,17.0,3.07
2018-10-07,0,21.8,13.3,17.5,0.6,9.5,17.1,3.09
2018-10-08,0,21.1,12.7,16.6,0.9,6.0,16.68,2.96
2018-10-09,0,22.3,12.5,17.4,1.2,7.1,17.86,3.25
2018-10-10,1,21.1,14.1,17.5,2.6,5.6,15.19,2.73
2018-10-11,1,22.9,13.8,18.2,0.5,5.4,17.71,3.22
2018-10-12,1,21.9,14.7,17.6,7.0,5.5,13.09,2.43
2018-10-13,1,21.4,14.8,17.5,0.1,7.7,16.98,2.98
2018-10-14,1,23.3,13.9,18.2,0.4,9.0,19.41,3.55
2018-10-15,1,22.4,11.3,17.2,0.6,9.4,18.28,3.28
2018-10-16,0,21.9,13.1,17.8,2.2,6.4,15.69,2.87
2018-10-17,1,21.2,14.3,17.4,1.6,8.1,15.9,2.83
2018-10-18,0,22.2,12.7,17.1,0.0,9.5,18.48,3.31
2018-10-19,0,22.3,12.6,17.1,0.0,8.4,18.16,3.28
2018-10-20,0,21.8,13.1,17.3,0.0,8.2,18.34,3.27
2018-10-21,0,22.3,13.1,17.3,0.4,8.4,17.65,3.19
2018-10-22,0,22.4,13.2,17.2,0.4,9.5,17.57,3.23
2018-10-23,0,21.6,12.7,16.7,0.0,7.8,17.24,3.18
2018-10-24,0,21.1,10.1,15.4,0.0,7.4,18.3,3.25
2018-10-25,0,20.1,10.4,15.0,0.5,7.1,16.56,2.91
2018-10-26,0,21.1,10.2,15.7,0.0,7.9,18.12,3.23
2018-10-27,0,22.1,10.7,16.5,0.0,7.4,18.24,3.32
2018-10-28,0,22.3,11.4,16.8,0.0,7.1,17.1,3.17
2018-10-29,0,21.9,11.5,16.3,0.1,6.4,16.34,2.98
2018-10-30,0,23.1,11.3,16.8,0.0,6.3,17.59,3.2
2018-10-31,0,24.2,12.1,18.0,0.0,6.2,17.4,3.27
2018-11-01,1,23.0,13.2,17.6,0.0,9.2,17.02,3.18
2018-11-02,1,21.7,11.8,16.9,0.0,8.9,15.76,2.91
2018-11-03,1,21.0,11.4,16.1,0.3,7.4,15.34,2.77
2018-11-04,0,20.9,10.8,15.9,0.0,9.9,16.5,2.94
2018-11-05,0,20.8,10.9,15.8,0.0,9.4,16.74,3.03
2018-11-06,0,21.3,10.4,15.3,0.0,6.9,16.88,3.0
2018-11-07,1,20.4,9.0,14.4,0.0,7.1,16.72,2.88
2018-11-08,0,20.6,7.7,14.4,0.1,6.2,16.11,2.78
2018-11-09,0,20.1,10.6,15.1,0.5,8.2,14.53,2.56
2018-11-10,0,19.2,10.0,14.3,1.2,8.2,13.63,2.37
2018-11-11,0,18.5,9.3,13.9,0.9,5.8,11.6,2.05
2018-11-12,0,18.8,8.9,14.2,0.7,7.4,12.09,2.12
2018-11-13,0,18.1,10.6,14.2,0.4,6.1,11.63,2.01
2018-11-14,0,18.9,8.9,13.5,0.7,7.9,13.17,2.22
2018-11-15,1,19.5,10.0,14.5,0.2,9.5,13.82,2.47
2018-11-16,0,19.7,10.2,14.5,0.0,8.4,14.38,2.49
2018-11-17,0,19.8,9.1,13.9,0.0,8.6,14.75,2.58
2018-11-18,0,18.9,9.0,13.8,0.1,8.0,13.15,2.27
2018-11-19,0,18.3,9.6,13.4,0.0,9.6,12.68,2.17
2018-11-20,0,18.5,8.6,13.4,0.0,8.8,13.71,2.33
2018-11-21,0,19.2,8.5,13.8,0.0,8.3,13.93,2.38
2018-11-22,0,20.4,8.6,14.9,0.3,5.9,13.48,2.36
2018-11-23,0,20.4,9.5,14.7,0.0,6.2,13.57,2.38
2018-11-24,0,20.3,10.2,14.8,0.0,10.9,14.14,2.47
2018-11-25,0,21.7,9.2,15.0,0.0,6.6,14.44,2.56
2018-11-26,0,21.1,10.0,15.2,0.0,7.1,13.37,2.36
2018-11-27,0,19.9,9.8,14.8,0.0,8.7,13.76,2.41
2018-11-28,0,19.9,10.1,14.7,0.0,7.4,12.82,2.25
2018-11-29,0,19.8,10.8,14.7,0.0,9.5,13.15,2.29
2018-11-30,0,18.1,8.3,13.2,0.0,10.4,10.52,1.81
2018-12-01,0,17.1,9.2,12.8,0.3,9.3,9.81,1.7
2018-12-02,0,15.9,9.7,12.5,1.4,5.9,8.88,1.48
2018-12-03,0,16.1,9.7,12.6,0.5,6.8,9.44,1.6
2018-12-04,0,15.9,10.1,12.8,0.3,9.0,8.65,1.51
2018-12-05,0,17.4,8.3,12.9,0.0,7.6,11.34,1.91
2018-12-06,0,17.1,8.7,12.6,1.0,6.3,10.72,1.8
2018-12-07,0,15.7,6.5,10.9,2.4,8.4,11.06,1.78
2018-12-08,0,15.9,5.9,11.2,0.0,8.2,11.98,1.94
2018-12-09,0,17.4,5.9,11.3,1.1,5.2,12.24,1.99
2018-12-10,0,16.3,5.8,10.8,1.3,7.2,12.2,1.97
2018-12-11,0,16.7,6.7,11.1,0.2,5.2,12.96,2.1
2018-12-12,0,17.1,5.7,11.2,0.1,5.6,11.73,1.95
2018-12-13,0,16.3,5.7,10.4,1.4,7.8,11.22,1.79
2018-12-14,0,16.1,6.2,10.6,0.5,8.7,11.94,1.92
2018-12-15,1,17.6,6.5,11.4,0.0,6.5,13.7,2.22
2018-12-16,0,17.7,4.5,11.1,0.0,8.6,13.65,2.24
2018-12-17,0,18.6,4.3,11.7,0.0,7.1,10.76,1.93
2018-12-18,0,15.6,8.1,11.3,0.0,10.1,8.59,1.52
2018-12-19,0,16.0,6.6,10.4,0.0,8.3,12.74,1.96
2018-12-20,0,16.4,4.2,10.5,0.0,8.1,13.08,2.04
